release site,year,released,sal_tot,sal_cvp,sal_swp,fall,winter,late_fall,dcc,CI,km,sac_in,exports,exp_prop_sac,length,ocean_adj,ci_cpue,km_z,sac_in_z,exports_z,length_z,ocean_adj_z,ci_cpue_z,CVP,SWP,CVP_z,SWP_z,OMR_z,SJ_Z,pro_z
lk_red,2003,2294,0,0,0,0,1,0,0,0,623.738619,21400,11052,0.516448598,91,19,0,0.868600654,-0.398145858,1.641056605,0.339009603,-0.60188248,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,1994,2462,0,0,0,0,1,0,0,0,623.738619,10900,4225,0.387614679,84,30,0,0.868600654,-0.901110766,-0.374792789,0.070593084,-0.580276109,-0.596515993,1711,1374.142857,-0.556111282,-0.707972026,-0.460026555,-0.602798595,0.691385111
lk_red,2001,2637,0,0,0,0,1,0,0,1,623.738619,15000,7448,0.496533333,79,0,0.766,0.868600654,-0.704714945,0.576881826,-0.121133001,-0.639202575,-0.478253982,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,1999,2788,0,0,0,0,1,0,0,1,623.738619,36000,5944,0.165111111,87,5,1.042,0.868600654,0.301214872,0.132786691,0.185628735,-0.629381497,-0.435642605,2804.571429,3237.571429,0.216989948,0.206615526,0.664206701,0.596789339,-0.477832328
lk_red,2000,3053,0,0,0,0,1,0,0,1,623.738619,39700,6908,0.174005038,80,24,0.155,0.868600654,0.478450126,0.417432775,-0.082787784,-0.592061402,-0.57258569,2122.857143,5198.714286,-0.264948533,1.169162131,-0.802762443,-0.315294049,-0.431096293
lk_red,2003,3405,0,0,0,0,1,0,0,0,623.738619,21400,11052,0.516448598,79,41,0,0.868600654,-0.398145858,1.641056605,-0.121133001,-0.558669739,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2004,3703,24,12,12,0,1,0,0,0,623.738619,21000,7999,0.380904762,95,0,0,0.868600654,-0.417306426,0.739578914,0.492390471,-0.639202575,-0.596515993,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2003,3756,3,0,3,0,1,0,0,0,623.738619,21400,11052,0.516448598,78,25,0,0.868600654,-0.398145858,1.641056605,-0.159478218,-0.590097187,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,3762,0,0,0,0,1,0,0,0,623.738619,21400,11052,0.516448598,73,44,0,0.868600654,-0.398145858,1.641056605,-0.351204304,-0.552777092,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2004,4093,0,0,0,0,1,0,0,1,623.738619,21000,7999,0.380904762,83,0,0.794,0.868600654,-0.417306426,0.739578914,0.032247867,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2003,4143,0,0,0,0,1,0,0,0,623.738619,21400,11052,0.516448598,86,78,0,0.868600654,-0.398145858,1.641056605,0.147283518,-0.485993765,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,4224,0,0,0,0,1,0,0,2,623.738619,21400,11052,0.516448598,72,22,1.429,0.868600654,-0.398145858,1.641056605,-0.389549521,-0.595989834,-0.375894044,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,4230,3,0,3,0,1,0,0,0,623.738619,21400,11052,0.516448598,77,25,0,0.868600654,-0.398145858,1.641056605,-0.197823435,-0.590097187,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,4235,3,0,3,0,1,0,0,1,623.738619,21400,11052,0.516448598,79,21,0.715,0.868600654,-0.398145858,1.641056605,-0.121133001,-0.597954049,-0.486127824,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2000,4253,0,0,0,0,1,0,0,0,623.738619,39700,6908,0.174005038,80,9,0,0.868600654,0.478450126,0.417432775,-0.082787784,-0.621524635,-0.596515993,2122.857143,5198.714286,-0.264948533,1.169162131,-0.802762443,-0.315294049,-0.431096293
lk_red,2003,4319,6,0,6,0,1,0,0,0,623.738619,21400,11052,0.516448598,80,15,0,0.868600654,-0.398145858,1.641056605,-0.082787784,-0.609739342,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,4330,0,0,0,0,1,0,0,1,623.738619,21400,11052,0.516448598,71,68,0.714,0.868600654,-0.398145858,1.641056605,-0.427894738,-0.50563592,-0.486282213,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,4341,12,0,12,0,1,0,0,0,623.738619,21400,11052,0.516448598,83,31,0,0.868600654,-0.398145858,1.641056605,0.032247867,-0.578311894,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2004,4361,0,0,0,0,1,0,0,1,623.738619,21000,7999,0.380904762,92,0,0.794,0.868600654,-0.417306426,0.739578914,0.37735482,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2004,4367,0,0,0,0,1,0,0,1,623.738619,21000,7999,0.380904762,80,0,0.943,0.868600654,-0.417306426,0.739578914,-0.082787784,-0.639202575,-0.450927121,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2003,4377,12,0,12,0,1,0,0,0,623.738619,21400,11052,0.516448598,74,25,0,0.868600654,-0.398145858,1.641056605,-0.312859086,-0.590097187,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2004,4393,18,12,6,0,1,0,0,0,623.738619,21000,7999,0.380904762,87,0,0,0.868600654,-0.417306426,0.739578914,0.185628735,-0.639202575,-0.596515993,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2004,4394,0,0,0,0,1,0,0,1,623.738619,21000,7999,0.380904762,87,0,0.794,0.868600654,-0.417306426,0.739578914,0.185628735,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2003,4403,0,0,0,0,1,0,0,2,623.738619,21400,11052,0.516448598,79,57,1.431,0.868600654,-0.398145858,1.641056605,-0.121133001,-0.527242291,-0.375585266,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2004,4410,18,0,18,0,1,0,0,1,623.738619,21000,7999,0.380904762,84,0,0.943,0.868600654,-0.417306426,0.739578914,0.070593084,-0.639202575,-0.450927121,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2003,4426,0,0,0,0,1,0,0,2,623.738619,21400,11052,0.516448598,74,63,1.429,0.868600654,-0.398145858,1.641056605,-0.312859086,-0.515456998,-0.375894044,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,4429,0,0,0,0,1,0,0,0,623.738619,21400,11052,0.516448598,73,23,0,0.868600654,-0.398145858,1.641056605,-0.351204304,-0.594025618,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2001,4439,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,81,0,0,0.868600654,-0.704714945,0.576881826,-0.044442567,-0.639202575,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2004,4446,12,0,12,0,1,0,0,1,623.738619,21000,7999,0.380904762,88,0,0.794,0.868600654,-0.417306426,0.739578914,0.223973952,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2003,4451,18,12,6,0,1,0,0,0,623.738619,21400,11052,0.516448598,78,59,0,0.868600654,-0.398145858,1.641056605,-0.159478218,-0.52331386,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,4489,0,0,0,0,1,0,0,1,623.738619,21400,11052,0.516448598,75,13,0.715,0.868600654,-0.398145858,1.641056605,-0.274513869,-0.613667773,-0.486127824,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2002,4499,0,0,0,0,1,0,0,0,623.738619,19700,6259,0.317715736,80,0,0,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.596515993,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,1997,4553,0,0,0,0,1,0,0,0,623.738619,21000,7736,0.368380952,56,0,0,0.868600654,-0.417306426,0.66192132,-1.003072993,-0.639202575,-0.596515993,4527.714286,2940.714286,1.435167223,0.060915363,3.738482139,4.625157634,0.590315231
lk_red,2003,4556,0,0,0,0,1,0,0,0,623.738619,21400,11052,0.516448598,75,16,0,0.868600654,-0.398145858,1.641056605,-0.274513869,-0.607775127,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2002,4610,0,0,0,0,1,0,0,0,623.738619,19700,6259,0.317715736,80,0,0,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.596515993,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2003,4621,15,12,3,0,1,0,0,2,623.738619,21400,11052,0.516448598,78,28,1.252,0.868600654,-0.398145858,1.641056605,-0.159478218,-0.58420454,-0.403220905,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2001,4650,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,75,9,0,0.868600654,-0.704714945,0.576881826,-0.274513869,-0.621524635,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2004,4658,12,12,0,0,1,0,0,0,623.738619,21000,7999,0.380904762,88,0,0,0.868600654,-0.417306426,0.739578914,0.223973952,-0.639202575,-0.596515993,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2001,4666,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,74,0,0,0.868600654,-0.704714945,0.576881826,-0.312859086,-0.639202575,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2003,4671,3,0,3,0,1,0,0,2,623.738619,21400,11052,0.516448598,82,34,1.252,0.868600654,-0.398145858,1.641056605,-0.00609735,-0.572419247,-0.403220905,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2002,4673,0,0,0,0,1,0,0,1,623.738619,19700,6259,0.317715736,80,0,0.643,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.497243835,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2002,4677,0,0,0,0,1,0,0,1,623.738619,19700,6259,0.317715736,80,0,0.155,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.57258569,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,1994,4699,0,0,0,0,1,0,0,1,623.738619,10900,4225,0.387614679,74,27,0.302,0.868600654,-0.901110766,-0.374792789,-0.312859086,-0.586168756,-0.5498905,1711,1374.142857,-0.556111282,-0.707972026,-0.460026555,-0.602798595,0.691385111
lk_red,2002,4705,0,0,0,0,1,0,0,0,623.738619,19700,6259,0.317715736,80,0,0,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.596515993,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2001,4763,0,0,0,0,1,0,0,1,623.738619,15000,7448,0.496533333,80,0,0.781,0.868600654,-0.704714945,0.576881826,-0.082787784,-0.639202575,-0.475938147,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
rbdd,2000,4777,0,0,0,0,0,1,0,0,506.938619,14500,10254,0.707172414,100,21,0,0.332016125,-0.728665655,1.405426341,0.684116556,-0.597954049,-0.596515993,4094.285714,5617.428571,1.128754534,1.37467088,-0.467126413,-0.477221897,2.370605269
lk_red,2003,4778,0,0,0,0,1,0,0,1,623.738619,21400,11052,0.516448598,79,81,0.715,0.868600654,-0.398145858,1.641056605,-0.121133001,-0.480101118,-0.486127824,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2001,4798,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,80,0,0,0.868600654,-0.704714945,0.576881826,-0.082787784,-0.639202575,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2002,4804,0,0,0,0,1,0,0,0,623.738619,19700,6259,0.317715736,80,0,0,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.596515993,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2002,4816,0,0,0,0,1,0,0,0,623.738619,19700,6259,0.317715736,80,0,0,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.596515993,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2004,4823,18,12,6,0,1,0,0,1,623.738619,21000,7999,0.380904762,86,0,0.794,0.868600654,-0.417306426,0.739578914,0.147283518,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2001,4826,0,0,6,0,1,0,0,1,623.738619,15000,7448,0.496533333,80,14,0.766,0.868600654,-0.704714945,0.576881826,-0.082787784,-0.611703558,-0.478253982,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2002,4839,0,0,0,0,1,0,0,1,623.738619,19700,6259,0.317715736,80,0,0.204,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.565020627,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2004,4878,24,12,12,0,1,0,0,0,623.738619,21000,7999,0.380904762,86,0,0,0.868600654,-0.417306426,0.739578914,0.147283518,-0.639202575,-0.596515993,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2002,4882,0,0,0,0,1,0,0,1,623.738619,19700,6259,0.317715736,80,0,0.717,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.485819046,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2004,4889,6,0,6,0,1,0,0,1,623.738619,21000,7999,0.380904762,82,0,0.794,0.868600654,-0.417306426,0.739578914,-0.00609735,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2002,4917,0,0,0,0,1,0,0,1,623.738619,19700,6259,0.317715736,80,11,0.236,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.617596204,-0.560080177,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2004,4928,12,0,12,0,1,0,0,1,623.738619,21000,7999,0.380904762,87,0,0.794,0.868600654,-0.417306426,0.739578914,0.185628735,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2002,4939,0,0,0,0,1,0,0,0,623.738619,19700,6259,0.317715736,80,0,0,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.596515993,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2003,4973,3,0,3,0,1,0,0,2,623.738619,21400,11052,0.516448598,73,89,1.431,0.868600654,-0.398145858,1.641056605,-0.351204304,-0.464387394,-0.375585266,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,4992,0,0,0,0,1,0,0,0,623.738619,21400,11052,0.516448598,78,39,0,0.868600654,-0.398145858,1.641056605,-0.159478218,-0.56259817,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,5005,0,0,0,0,1,0,0,0,623.738619,21400,11052,0.516448598,83,7,0,0.868600654,-0.398145858,1.641056605,0.032247867,-0.625453066,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2001,5007,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,78,10,0,0.868600654,-0.704714945,0.576881826,-0.159478218,-0.61956042,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2004,5051,0,0,0,0,1,0,0,2,623.738619,21000,7999,0.380904762,90,0,1.429,0.868600654,-0.417306426,0.739578914,0.300664386,-0.639202575,-0.375894044,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2002,5061,0,0,0,0,1,0,0,1,623.738619,19700,6259,0.317715736,80,0,0.189,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.567336463,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,1999,5096,0,0,0,0,1,0,0,2,623.738619,36000,5944,0.165111111,84,6,0.671,0.868600654,0.301214872,0.132786691,0.070593084,-0.627417282,-0.492920942,2804.571429,3237.571429,0.216989948,0.206615526,0.664206701,0.596789339,-0.477832328
lk_red,2004,5105,0,0,0,0,1,0,0,1,623.738619,21000,7999,0.380904762,84,0,0.794,0.868600654,-0.417306426,0.739578914,0.070593084,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2001,5126,0,0,0,0,1,0,0,2,623.738619,15000,7448,0.496533333,74,0,1.444,0.868600654,-0.704714945,0.576881826,-0.312859086,-0.639202575,-0.373578208,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2004,5180,0,0,0,0,1,0,0,1,623.738619,21000,7999,0.380904762,85,0,0.794,0.868600654,-0.417306426,0.739578914,0.108938301,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2002,5194,0,0,0,0,1,0,0,1,623.738619,19700,6259,0.317715736,80,0,0.222,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.562241624,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2002,5212,0,0,0,0,1,0,0,0,623.738619,19700,6259,0.317715736,80,0,0,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.596515993,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2004,5235,6,0,6,0,1,0,0,1,623.738619,21000,7999,0.380904762,79,0,0.794,0.868600654,-0.417306426,0.739578914,-0.121133001,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,2001,5241,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,75,7,0,0.868600654,-0.704714945,0.576881826,-0.274513869,-0.625453066,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2001,5267,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,69,0,0,0.868600654,-0.704714945,0.576881826,-0.504585172,-0.639202575,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2001,5284,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,79,9,0,0.868600654,-0.704714945,0.576881826,-0.121133001,-0.621524635,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2001,5319,6,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,80,20,0,0.868600654,-0.704714945,0.576881826,-0.082787784,-0.599918265,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2001,5325,0,0,0,0,1,0,0,1,623.738619,15000,7448,0.496533333,77,11,0.722,0.868600654,-0.704714945,0.576881826,-0.197823435,-0.617596204,-0.4850471,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2001,5333,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,66,19,0,0.868600654,-0.704714945,0.576881826,-0.619620823,-0.60188248,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2002,5367,0,0,0,0,1,0,0,0,623.738619,19700,6259,0.317715736,80,12,0,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.615631989,-0.596515993,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2003,5381,24,24,0,0,1,0,0,2,623.738619,21400,11052,0.516448598,79,25,1.267,0.868600654,-0.398145858,1.641056605,-0.121133001,-0.590097187,-0.40090507,3930,5781.857143,1.012612612,1.455373906,-0.581195512,-0.533400946,1.368384883
lk_red,2001,5381,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,71,0,0,0.868600654,-0.704714945,0.576881826,-0.427894738,-0.639202575,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-1.195114146,-0.592884645,1.26373364
lk_red,2003,5386,0,0,0,0,1,0,0,3,623.738619,21400,11052,0.516448598,72,62,1.901,0.868600654,-0.398145858,1.641056605,-0.389549521,-0.517421213,-0.303022413,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,5410,3,0,3,0,1,0,0,0,623.738619,21400,11052,0.516448598,80,52,0,0.868600654,-0.398145858,1.641056605,-0.082787784,-0.537063368,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2004,5411,0,0,0,0,1,0,0,1,623.738619,21000,7999,0.380904762,84,0,0.794,0.868600654,-0.417306426,0.739578914,0.070593084,-0.639202575,-0.473931089,3547.142857,4066.285714,0.741951437,0.613355973,-0.975844282,-0.62427882,0.656125668
lk_red,1999,5414,8,0,8,0,1,0,0,1,623.738619,36000,5944,0.165111111,91,40,0.5,0.868600654,0.301214872,0.132786691,0.339009603,-0.560633954,-0.519321469,2804.571429,3237.571429,0.216989948,0.206615526,0.664206701,0.596789339,-0.477832328
lk_red,2001,5429,0,0,0,0,1,0,0,1,623.738619,15000,7448,0.496533333,68,5,0.758,0.868600654,-0.704714945,0.576881826,-0.542930389,-0.629381497,-0.479489095,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2001,5435,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,75,0,0,0.868600654,-0.704714945,0.576881826,-0.274513869,-0.639202575,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2002,5495,0,0,0,0,1,0,0,2,623.738619,19700,6259,0.317715736,80,15,0.472,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.609739342,-0.523644362,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2001,5500,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,75,25,0,0.868600654,-0.704714945,0.576881826,-0.274513869,-0.590097187,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2002,5526,0,0,0,0,1,0,0,0,623.738619,19700,6259,0.317715736,80,0,0,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.596515993,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2001,5550,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,70,0,0,0.868600654,-0.704714945,0.576881826,-0.466239955,-0.639202575,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2001,5586,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,78,9,0,0.868600654,-0.704714945,0.576881826,-0.159478218,-0.621524635,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2003,5657,0,0,0,0,1,0,0,0,623.738619,21400,11052,0.516448598,82,14,0,0.868600654,-0.398145858,1.641056605,-0.00609735,-0.611703558,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2003,5680,12,0,12,0,1,0,0,2,623.738619,21400,11052,0.516448598,74,39,1.259,0.868600654,-0.398145858,1.641056605,-0.312859086,-0.56259817,-0.402140182,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2001,5722,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,67,0,0,0.868600654,-0.704714945,0.576881826,-0.581275606,-0.639202575,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2002,5763,0,0,0,0,1,0,0,1,623.738619,19700,6259,0.317715736,80,0,0.181,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.568571575,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2001,5806,0,0,0,0,1,0,0,1,623.738619,15000,7448,0.496533333,70,10,0.714,0.868600654,-0.704714945,0.576881826,-0.466239955,-0.61956042,-0.486282213,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2003,5831,15,15,0,0,1,0,0,0,623.738619,21400,11052,0.516448598,78,83,0,0.868600654,-0.398145858,1.641056605,-0.159478218,-0.476172687,-0.596515993,3930,5781.857143,1.012612612,1.455373906,-1.195114146,-0.592884645,1.368384883
lk_red,2001,5859,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,72,0,0,0.868600654,-0.704714945,0.576881826,-0.389549521,-0.639202575,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
lk_red,2002,5891,0,0,0,0,1,0,0,1,623.738619,19700,6259,0.317715736,80,0,0.149,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.639202575,-0.573512025,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,1999,5901,0,0,0,0,1,0,0,1,623.738619,36000,5944,0.165111111,89,21,0.794,0.868600654,0.301214872,0.132786691,0.262319169,-0.597954049,-0.473931089,2804.571429,3237.571429,0.216989948,0.206615526,0.664206701,0.596789339,-0.477832328
lk_red,2002,5920,0,0,0,0,1,0,0,1,623.738619,19700,6259,0.317715736,80,10,0.222,0.868600654,-0.479578272,0.225798638,-0.082787784,-0.61956042,-0.562241624,4220.857143,3091.571429,1.218234311,0.134957409,-1.193109038,-0.63419277,0.324078358
lk_red,2001,5966,0,0,0,0,1,0,0,0,623.738619,15000,7448,0.496533333,70,11,0,0.868600654,-0.704714945,0.576881826,-0.466239955,-0.617596204,-0.596515993,3394.857143,3030.142857,0.634292924,0.104807712,-0.581195512,-0.533400946,1.26373364
